,original_idx,text
4511,4511,RT Pelo fim da corrupção dos outros e a continuidade das minhas voto SIM
4512,4512,RT A esquerda pira
4513,4513,RT feliz dia do 'esse do meio é o acelerador?'
4514,4514,RT feliz dia do 'não tenho roupa pra sair'
4515,4515,RT só pode comemorar quem viu o pai voltar com o cigarro
4516,4516,RT ESTAREMOS LÁ _
4517,4517,RT E o guri do morreu de parada cardíaca de devido ao uso de drogas e não foi constatado lesão corporal. AGORA A INTERN _
4518,4518,RT Beijo gay ou hetero acho que não devia aparecer nos desenhos animados...
4519,4519,RT nao paga pau. Ele paga uma mocreia para tirar a zica.
4520,4520,RT Um eh akele q sabe procriar sem deixar vestigios.
4521,4521,RT imenso. Fantasias e todo resto. Porque não introduzir diversidade? Antes de sermos adultos e trancafiados no _
4522,4522,RT 20 anos a Odebrecht pagou propina às FARC.
4523,4523,"RT O Erro Do #PSG 
Foi Jogar De Branco
O #Barça Pensou Que 
Fosse #Real_Madrid
#MSN"
4524,4524,RT About last night - Overdose de Tourette. Checkem as datas e vejam-nos pelo país! _
4525,4525,"RT Próximo sábado (18 FEV) levo o meu solo de Stand-up 'Voz da Razão' a PORTALEGRE!
Bilhetes: CAE Portalegre, Fnac ou 
htt _"
4526,4526,"RT França: Rinoceronte branco de 4 anos do zoo Thoiry foi baleado e teve um chifre cortado na noite de 2a p/ 3a, dentro do z _"
4527,4527,RT AS SAPATÃO TÃO NERVOSAZ
4528,4528,RT Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh
4529,4529,RT Eduardo Paes: “Não me sinto responsável pelas dívidas da Olimpíada”
4530,4530,RT MEUS AMIGOS . A VENEZUELA ESTÁ VIVENDO EM RITMO DE GENOCÍDIO NÃO TEMOS NA MÍDIA NADA QUE DÊ A DIMENSÃO DESSA TRAGÉDIA
4531,4531,RT TODO ESQUERDISTA TEM UMA MENTE REDUCIONISTA E SEMPRE TEM DIFICULDADE EM ANALISAR FATOS REAIS
4532,4532,RT jornal esse que é feito com folha de bananeira
4533,4533,"RT Hoje é dia de revolução. Todo dia deveria ser #DiadaMulher
#8MBR"
4534,4534,"RT Meu post de hj, exclusivo e importante: Comunicação do Senado proíbe uso do termo 'feminismo'"
4535,4535,RT A corrupta da Dilma recebeu 150 milhões em propina e disse q delação da Odebrecht é um 'insulto à sua honestidade'. Qua _
4536,4536,RT Orgulho Hetero... show *w*
4537,4537,RT TV russa tentou subornar jovens em subúrbio de Estocolmo para provocar distúrbio e mostrar como refugiados não se adapt _
4538,4538,"RT queria comer polvo, mas o da copa gerou apego"
4539,4539,"RT Concluindo: No fundo, a Disney só quer mais audiência, competição tá dura. Na minha família isso já não se assiste http _"
4540,4540,"RT desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, _"
4541,4541,"RT Por favor, fiquem firmes no boicote a Itaipava. Divulguem."
4542,4542,RT Toda vez que vejo homem comentando que toda feminista é sapatão tenho vontade de gritar no ouvido dele QUEM DERA
4543,4543,"RT esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele _"
4544,4544,"RT 13 anos:
- mãe finalmente minha menstruação veio
- larga de ser besta, tu furou o cu no prego da cadeira, wagner"
4545,4545,RT Eu farei a biografia do Bolsonaro
4546,4546,RT feliz dia do 'ñ importa se ñ falei o que to pensando ou querendo vc tem que adivinhar senao vou ficar com raiva e passar 1 ano _
4547,4547,"RT Feministas:
Criticam decote da feminista
Ema Watson pq a desvaloriza
Acham que Ema Watson tem q se dar respeito
feministas _"
4548,4548,RT Incitação estranhamente no dia em que defendia a prisão de um menor estuprador e assassino enquanto o PT defendia o estuprador _
4549,4549,"RT Liguei pra minha mae tá um caos lá, meu pai deu facada no meu irmao minha irma fugiu tudo pq o Amor e Sexo ta abalando a famil _"
4550,4550,RT Não há título melhor para uma biografia do Bolsonaro do que: JAIR BOLSONARO
4551,4551,RT pela foto do perfil se for o pisao dela a familia tradicional já está morta por esmagamento
4552,4552,"RT quem da fiufiu pra isso serio
na moral nem passarinho
mais facil um bem-te-vi latir
pra não pegar mal assobiar _"
4553,4553,RT responde sua esquerdista de merda
4554,4554,"RT Saibam separar as coisas! Amanhã é o dia das mulheres!
O dia de quem se veste como mulher é 1º de Abril kkkkk"
4555,4555,RT SE O só tivesse matado uma mulher esquartejado e dado pros cachorro ele tava solto mas piada com feminismo É B _
4556,4556,RT to pensando em virar PM só pra musica da daniela mercury parar de tocar quando passar por mim so nem obrigado
4557,4557,RT Eu sei que quem apoia Bolsonaro do cara mais humilde ao mais esclarecido ver o único cara honesto ser condenado dá um ódio _
4558,4558,RT ai denunciei essa porra mercado da fé fora daquii hahahah
4559,4559,"RT Aonde está o meu coração, ali estará o meu tesouro."
4560,4560,"RT meu deus, sou do nordeste e nem me esquento pq eu sei que é humor"
4561,4561,"RT Parabéns, mesmo!"
4562,4562,"RT Os mais novos gostam de imitar aquilo vêem na televisão, pra mim não é uma boa ideia."
4563,4563,"RT Diria q todo esquerdista é um orgulhoso que fugiu das aulas de história, pulou aulas de filosofia e nao sabe _"
4564,4564,"RT Venezuela só com intervenção militar externa, o povo não tem força armada e nem força física para lutar."
4565,4565,RT Vcs fufas são bue abusadas
4566,4566,"RT saudades de cantar em 'islão' para elas todas,mas principalmente para a cris, a nocas, a di,a tixa e a rafa também."
4567,4567,"RT azeiteiro, quero q te fodas volta para a tua terra"
4568,4568,RT #Abril. Seminário sobre Ideologia de Gênero.(Com certificado) 08 e 09 Abril. #Ariquemes/RO.
4569,4569,RT Menina se veste como menina. #NaoAIdeologiaDeGenero
4570,4570,RT O que quer dizer exatamente?
4571,4571,"RT Venero toda a mulher, é a causa do nascimento
Mas há querida muito gira e muito burra ao mesmo tempo"
4572,4572,"RT Trump de Carvalho.
Encontrei isto na net. Não sei quem foi o génio."
4573,4573,RT Essa página é o melhor modo de se provar que essa 'justiça social' não passa de uma modinha.
4574,4574,RT Olhem a 3 com carinho
4575,4575,"RT é cheio de opinião mas não tem coragem de falar se não for criando personagem com a cara do bolsonaro, que dó"
4576,4576,"RT Bruno está solto. Presidente do PCO, que quer matar conservadores, nem processo tem. Bolsonaro processado e réu. Estranho. htt _"
4577,4577,"RT . é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p _"
4578,4578,"RT Pode ser gorda
Pode ser feia 
Só não pode ser gorda e feia 
#vemegea"
4579,4579,RT isto realmente eh uma grande rede de fufas
4580,4580,"RT Vocês já perceberam que quando você ta pra baixo, basta colocar um funk pra ficar lá encima já mandando as saradas no ar"
4581,4581,RT Feministas podem esperar o dia as crianças e as trans podem esperar o dia da mentira para comemorarem. #DiaDaMulher
4582,4582,"RT #Argentina Buenos Aires agora! Só cresce, tá lindo! #NiUnaMenos #ParoInternacionaldeMujeres #8M #VivasNosQueremos
Foto: _"
4583,4583,RT Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher _
4584,4584,RT Os católicos idiotas úteis de George Soros -
4585,4585,"RT Roses are Red
Violets are Blue
Pa quê o Jonas
Se temos o 
Mitroglou..."
4586,4586,"RT sua vida e babar o ovo da Bia , e a bia e feia e gorda !"
4587,4587,RT Queria avisar as minhas amigas que a escola inteira conhece a gente como 'grupo de sapatão e viado' como eu sei disso? Falaram _
4588,4588,RT quando junta mt sapatao num grupo só n da né
4589,4589,"RT dia 20 isto e dia 23 RSC em Lisboa? Amanhã compro bilhete, hoje vou só dormir feliz"
4590,4590,RT #meuamigosecreto gosta de ver lésbicas se beijando mas se for gay aí é pecado deus não gosta
4591,4591,"RT Dolores:mulher de extrema importância p/ a luta indígena latino-americana. Pobre, índia, comunista, rebelde, foi apaga _"
4592,4592,"RT Os meus irmãos quando assistem bonecos, muitas das vezes querem ser aquilo que o boneco é. Respeito, mas não sou a favor! ht _"
4593,4593,RT Tô amando muito o perfil do . Expondo os justiceiros sociais politicamente corretos mas que na verdade _
4594,4594,"RT Sim, eles fizeram isso."
4595,4595,"RT Com este champô não ganhas caspa, não ganhas oleosidade, não ganhas pontas espigadas, não ganhas nada! _"
4596,4596,"RT Mas, hey, toma aqui uma flor! Sorria. E engula a dor. - Via Pietra Pinheiro #InternationalWomensDay"
4597,4597,RT Só eu acho (muito) esquisito essas mulheres todas artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo
4598,4598,RT Famílias também perderam lavouras. Ministério da Integração Nacional respondeu dizendo que faz vistoria nas barragens. E _
4599,4599,"RT Obra de barragem (transp. do Rio São Francisco), inaugurada no sábado, rompe parcialmente e desaloja 60 famílias? Incomp _"
4600,4600,"RT Projeto do sen. quer limitar atuação do MP no inquérito civil. Trata-se do PLs nº 198/2013, que limita praz _"
4601,4601,"RT Eu paro pelo respeito à autonomia das trabalhadoras sexuais. E você, por que para?
#euparo"
4602,4602,RT 3- eu não tenho auto estima. Esqueci ela no útero. Todos dizem que eu sou bonita porem eu n me acho bonita. Apenas uma ga _
4603,4603,"RT - e as namoradinhas?
- então tia..."
4604,4604,RT Se for assim meus filhos já não vão ver Disney..
4605,4605,RT Meu pai acabou de chegar em Angola. 5° país africano que ele vai trabalhar. E não é pra qualquer um. O pai é foda. #Ma _
4606,4606,RT Não concordo
4607,4607,RT Grande espetáculo ontem do . Se antes já era fã dele agora sou ainda mais. Vale mesmo a pena ir ver este s _
4608,4608,"RT É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!"
4609,4609,RT Antes o homossexualismo era proibido.Depois passou a ser tolerado.Hoje é normal.Eu vou embora antes que vire obrigatór ...
4610,4610,RT Jandira Feghali está passando na sua timeline.
4611,4611,RT Qual o motivo do chilique do Reinaldo Azevedo contra a Joice Hasselmann?
4612,4612,RT Se o julgamento de Nuremberg tivesse sido no até Hitler teria saído com o nome limpo por prescrição.
4613,4613,RT Um eleitor do Trump foi agredido por delinquentes de esquerda e outro não. Tente achar o porquê.
4614,4614,RT Não vejo problema nenhum
4615,4615,"RT filha da maria do rosario 
 x 
filhos do jair bolsonaro
em quem tu confia pra dar conselho de com _"
4616,4616,RT chegando em boston =)
4617,4617,RT Avaliação do nosso livro #MeuAmigoSecreto: feminismo além das redes na Obrigada!
4618,4618,"RT 'Cinquenta Tons Mais Escuros não é empoderador, é abuso' - Post recente do nosso blog > Leia em: http _"
4619,4619,RT '11 dicas de como fazer – e manter - amizade com outra mulher' - post de hoje no nosso blog! >>> http _
4620,4620,RT Junta esse gráfico com a proposta de reforma da previdência e tirem suas conclusões.
4621,4621,RT Nesse Dia das Mulheres pegue essas flores e coloque no túmulo das mulheres que foram assassinadas por seus companheiros #NãoQ _
4622,4622,"RT Pesado, mas real. Por isso estaremos ocupando as ruas neste dia! #8M"
4623,4623,"RT Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
N _"
4624,4624,RT eu ainda não superei o clipe de baiana e esse casal sapatão afrocentrado
4625,4625,RT Se vc trabalha em uma empresa de infláveis 2016 foi o ano mais lucrativo e estranho da história dessa indústria _
4626,4626,"RT Como que essas meninas consegue ir pra escola toda bonitinha??? Eu vou igual um sapatão, ainda mais quando estou com so _"
4627,4627,"RT Para aquele comediante chama que dizia que Bolsonaro estava sozinho.
#BolsonaroMeRepresenta _"
4628,4628,RT Não concordo e nada contra a homossexualidade..
4629,4629,"RT frases da direita 
absurdo! um judeu reagiu cuspindo no hitler! imaginem se fosse ao contrário?"
4630,4630,RT E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gente não dá _
4631,4631,RT Países ricos não aceitam refugiados. Estão certíssimos.
4632,4632,RT que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _
4633,4633,"RT Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro."
4634,4634,"RT Com todo respeito... no dia que sair uma criança pelo mesmo lugar de onde saem as fezes dos humanos, o Levy Fidelix pod _"
4635,4635,RT #BolsonaroReiDoMundo - Admiradores de sobem tag em homenagem e apoio ao deputado. #NosTrendsBrasil http _
4636,4636,"RT “Eu me envergonho', diz Rachel Sheherazade sobre Gleise Hoffmann”
 _"
4637,4637,"RT “Filha de petista posta foto em que coloca maconha na boca de cachorro” 
 _"
4638,4638,"RT #JoaquinResponde - Personalidade do Twitter, está interagindo com seus fãs. #NosTrendsBrasil _"
4639,4639,RT Namoradas que hoje não queiram sexo em vez da desculpa da dor de cabeça vestem uma camisola do Ederson. Não entra nada.
4640,4640,RT Mundo de fufas não é mesmo para mim
4641,4641,RT Também queremos ver os sms do Paulo Portas sobre o negócio dos submarinos
4642,4642,RT QUANDO É PRA TER CONSCIÊNCIA HUMANA DURANTE O RESTO DO ANO VOCÊS NÃO TEM AI HJ VEM O CHORUME
4643,4643,RT Acho MUITO BOM Que desde cedo as crianças aprendam que não há problema nenhum em ser-se homosexual. _
4644,4644,"RT O leitor do Antagonista responde: Sim 78,3% x 21,7% Não"
4645,4645,RT Os políticos que Moro conseguiu condenar
4646,4646,"RT Lamarca foi tentar correr atrás do #blocosovietico, não teve pique pra acompanhar e 'morreu' no meio do caminho _"
4647,4647,RT Fazer pesquisa de intenção de voto pro Bolsonaro no Twitter é igual fzr o msm pro Trump no Tumblr.
4648,4648,"RT 1) A confissão da Odebrecht, de que dava cem mil dólares por mês para as FARC,"
4649,4649,"RT 1) A mídia adestra o povo para que julgue um homem não pelo que ele faz, mas pelo que se diz dele."
4650,4650,RT Contribuição do e da Maria Fernanda Rossi:
4651,4651,RT Derrubar o Estatuto do Desarmamento será A MAIOR VITÓRIA DO POVO BRASILEIRO ao longo de toda a sua história.
4652,4652,"RT 2) é a prova cabal da ligação íntima entre o PT e a guerrilha colombiana, que tantos negavam e chamavam de 'teoria da cons _"
4653,4653,"RT Já expliquei mil vezes: Não tenho nenhuma solução para os problemas nacionais, mas tenho algumas para você deixar de ser b _"
4654,4654,"RT Já notaram? Nunca, jamais um terrorista, ditador ou genocida foi chamado, na nossa mídia, de 'extremista de esquerda'."
4655,4655,RT 1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _
4656,4656,"RT 1) Poucos brasileiros estão conscientes de que no nosso país o domínio hegemônico esquerdista foi TOTAL e inegociável,"
4657,4657,"RT 2) Se esquecerem como se faz isso, podem estudar lógica o resto da vida, que não passarão nunca de imbecis."
4658,4658,"RT - Dr. Bruno, sobre o apuramento directo do Sporting para a Champions?"
4659,4659,RT Nunca mais saem os resultados das eleições do Sporting porque é o William Carvalho que está a contar os votos.
4660,4660,"RT O Benfica rouba tanto, que os jogadores já actuam de cara tapada."
4661,4661,RT O Samaris fala melhor português do que Jorge Jesus.
4662,4662,"RT Senhor, o que sente ao ver o Benfica vencer o Dortmund, depois de ter perdido duas vezes contra eles? _"
4663,4663,RT Orgulho Hetero Homofobia. Abs
4664,4664,"RT O pênis é o melhor alimento feminino, pois contém carne, leite, ovos e enche a barriga por 9 meses HAHA"
4665,4665,RT O Globo cria debate negativo sobre a 'Psicologia Cristã'. Dra. fala sobre o caso.
4666,4666,RT Oque houve com o vídeo ?
4667,4667,RT O presidente a ser o presidente
4668,4668,RT Barcelona explica goleada: 'Vimos o PSG todo de branco e imaginamos que era o Santos' _
4669,4669,RT Ah mulheres! O que seria de nós sem vocês? A gente nada seria.
4670,4670,RT Feliz dia das mulheres para todas as minhas seguidoras lindas e maravilhosas! meu twitter parece um jardim: só tem flo _
4671,4671,RT Hoje é o dia dos seres mais perfeitos do planeta: as mulheres
4672,4672,RT feliz dia da mulher pra ti Lindeza
4673,4673,"RT Então, o socialismo produz refugiados. O socialismo não falha."
4674,4674,RT sei que neste momento o Neymar está creditando toda a honra a Ele
4675,4675,"RT com a carrada de dinheiro q voou daqui,e como a Cristas diz q Portugal deve muito a Núncio,o mínimo é dar o nome do home _"
4676,4676,RT A patrulha do politicamente correto é politicamente fascista ! A esquerda não tolera diversidade. Semeiam dit _
4677,4677,RT ACABOU A MAMATA: Doria congela orçamento da Secretaria de Cultura e mamatas criadas por Haddad
4678,4678,"RT 'Silêncio que envergonha', diz juiz sobre ameaça de estupro contra Sheherazade ignorada pela OAB e pela mídia 
 _"
4679,4679,RT Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR
4680,4680,"RT O q falta para o povo nordestino derrubar a família Sarney do maranhão não é a corrupção, mas sim uma piada sobre o no ..."
4681,4681,RT Começou os meme
4682,4682,RT Alguém sabe onde tem esse boné que o PC tá usando? Linda mensagem !!!
4683,4683,RT Sem nexo é gente que queimou sutiã no passado atualmente não ter coragem de queimar um burca porque a esquerda não permite!!! _
4684,4684,RT Não sei qual o feeling mas nunca fecho a porta a #racharlenhapreta #overdosedetourette
4685,4685,"RT FIQUE ATENTO para nossa transmissão ao vivo, sobre o 'Abortoduto', DAQUI A POUCO, às 9h da noite! ;)"
4686,4686,RT O Abortoduto: #HojeAoVivo #PadrePauloRicardo #Urgente #AbortoNão
4687,4687,RT Sigam o e acompanham a hipocrisia que faz parte da vidinha dos politicamente corretos.
4688,4688,"RT A eleição de Trump trouxe ao mundo a intolerância: a dos seus opositores! 
#BE #PCP #Geringonça"
4689,4689,"RT Temos na Assembleia a 'claque' mais bem paga do país.
Ordenados milionários, para fazerem o que fazem os figurantes na _"
4690,4690,"#RTP Angola é bom mas não tem nota e economia, política muito baixo, Portugal também mas é mais seguro e flexível dos dois."
4691,4691,"RT Lembrem-se FemiNazis:
No Oriente Médio e no mundo muçulmano onde reina a Sharia não houve dia internacional da Mulher _"
4692,4692,"RT Vamos marcar presença, molieres maravilhosas do meu Brasil?"
4693,4693,"RT 
Da negra mãe não só Ossaim Vem de Alaketú, Jêje e Angola Na cura o desejo mais puro Fé no futuro vai minha escola _"
4694,4694,RT A gayzada ta nervosa aqui kkkkkk
4695,4695,RT Assista! Aqui esta o documento que prova q o jornalista canalha da istoe requenta a noticia p me denegrir! _
4696,4696,"RT FELIPE NETO é uma honra ser caluniado por um INESCRUPULOSO como você.Vou lhe dar a chance, na justiça, para você provar _"
4697,4697,"RT FELIPE NETO, não faço ameaça, cumpro o q digo.Já teve gente grande q pediu acordo falando as mesmas asneiras e calúnias _"
4698,4698,"RT Imperdível! No domingo, dia 12, veja a entrevista que dou a Roberto Cabrini. Será meia-noite, no SBT."
4699,4699,"RT NOTÍCIA DA EXAME > No Uruguai, a legalização da maconha ñ diminuiu o tráfico e o número de assassinatos aumentou.IMAGIN _"
4700,4700,RT O q Levy Fidelix disse: O APARELHO EXCRETOR NÃO REPRODUZ.Onde está a homofobia e a mentira? Em lugar nenhum.Cambada de _
4701,4701,"RT Os medíocres q ñ tem argumentos estão livres para xingar e caluniar.Continuem aqui, é sinal q tenho algum prestígio kkk _"
4702,4702,"RT O título da matéria q os jornais publicam, envolvendo o meu nome, é para induzir a opinião pública, de q eu fui indicia _"
4703,4703,"RT PALHAÇOS! A secretaria da justiça e da cidadania de SP, multa Levy Fidelix por discriminação homofobica. Entra com uma _"
4704,4704,"RT Para os meus irmãos de fé que creem e pessoas de bem, assistam a esse vídeo."
4705,4705,RT PUXA! Vou perder o sono por causa de tanta calúnia e xingamento kkkkkk tenho q debochar desses medíocres kkkkk ñ se eme _
4706,4706,"RT Quem ñ tem argumentos para o debate de idéias, tenta desqualificar o oponente com calúnias e difamações.Essa é a arma d _"
4707,4707,"RT Tem gente preocupada com vírgula, ñ com a imoralidade.Engolem camelo e se engasgam como mosquito.HIPÓCRITA! MEDÍOCRE!"
4708,4708,"RT UM LEITOR DISSE: a democracia no Brasil presupõe q você ñ tem direito a opinião, a ñ ser, q concorde com a ideologia de _"
4709,4709,RT Pra só é violência qdo eles são afetados.
4710,4710,"RT feminazi
mulher é perigo dirigindo
loira burra
pega vários é piranha
roupa curta merece estupro
'homem é babaca'
NoOOoOOssa _"
4711,4711,RT querida comecei a ler sobre seu trabalho e vc esta de parabéns pela coragem conheci o seu trabalho estudando _
4712,4712,"RT O problema com o Islão não é com etnia e sim com a ideologia, que visa destruir o Cristianismo! E eu me referi ao futuro, _"
4713,4713,RT Agora o monstro peludo é a mulher
4714,4714,"RT Jornal da Globo mostra protesto de 200 pessoas contra Trump mas esconde as MAIS DE 100 MIL a favor na noite de hoje
 _"
4715,4715,"RT OTÁVIO MESQUITA DECLARA APOIO A JAIR BOLSONARO
 _"
4716,4716,"RT O único que vai sair inelegível dessa porra é o Bolsonaro, que não tem nenhum crime nas costas, vai vendo _"
4717,4717,"RT Porra, olha a série de reportagens que o Jornal da Record estreia hoje, nunca que a Globo faria"
4718,4718,RT QUANDO VOCÊ GANHA AQUELE PRESENTE:
4719,4719,"RT Ter dó de traficantes e estupradores se matando dentro da cadeia? Gente honesta tem dó das vítimas, isso sim."
4720,4720,"RT Ué, não lutam por igualdade?"
4721,4721,"RT YouTuber cospe na boca do gato = ONGs se indignam, fazem campanha
Filha da deputada do PT coloca maconha na boca do cachorro _"
4722,4722,RT Petista bacana é petista em cana. #LulaNaCadeia
4723,4723,RT Noruega: refugiados não aceitam apartamentos populares não; exigem casas!
4724,4724,"RT Pq as aspas, seus bundas?"
4725,4725,"RT Camiseta Porte de Armas 
Direito de Defesa É Garantia Constitucional"
4726,4726,RT Este ano vamos sair da Eurovisão com os zero pontos mais fofinhos de sempre. <3 #festivaldacancao
4727,4727,RT Orgulho Homo pode tweetar mas Orgulho Hetero é preconceito ? What's the problem with u guys ? '-'
4728,4728,"RT O principal erro do PSG foi jogar de branco...
O Barça lhes confundiu com o Real e Pahhhhhh, dedicou seis golos à mulhe _"
4729,4729,RT quantas vezes eu tenho q revirar meus olhos em branco pra vc entender q eu não te suporto??
4730,4730,"RT Espero que a autobiografia do Cavaco venha impressa em papel de folha dupla.
- Se alguém mo oferecer, arranjo-lhe util _"
4731,4731,"RT É muito difícil se amar depois do primeiro 'gorda', 'feia'.
Mais difícil é se olhar no espelho sabendo que você é...
#as _"
4732,4732,RT sapatão ô raça
4733,4733,"RT A PSP interceptou o q julgavam ser um automóvel sem condutor em excesso de velocidade,apurou-se mais tarde q ao volante ia _"
4734,4734,"RT Após denúncia, PMs do #25BPM prenderam um homem com uma pistola e 80 cápsulas de cocaína em uma localidade de #Unamar. #ServireP _"
4735,4735,RT Diz não às drogas.
4736,4736,"RT PNR presta homenagem ao último grande Estadista que Portugal viu nascer.
 #notascampanha #RenovarPortugal http://t.co/5KYUr2jbIE"
4737,4737,"RT Report: A direita da Alemanha acredita que chegou a hora do país se libertar das 'culpas históricas'.
TWP: _"
4738,4738,RT to com muito ódio nesse coraçãozinho
4739,4739,RT Sou o Branco msm
4740,4740,RT E tão sapatão que não sabe oq é pauuuuu
4741,4741,RT trump ganha as eleições e o estado 'New Mexico' passa a ser chamado apenas de 'New'
4742,4742,"RT ( ) excesso de carne na xota
( ) feia
( ) sem peitao ou sem bundao
( ) cancer de mama
( ) nódulo na tireoide
( ) gorda
( ) femi _"
4743,4743,RT Chegamos a Lisboaaaa
4744,4744,"RT (Rochdale, Osasco/SP) - - - fêmea Achada | Nome: SEM NOME | cor: Branco"
4745,4745,RT A Estrategia das tesouras LULA X STF X BOLSONARO Tá explicado por que nunca julgaram NENHUM processo de LULA. _
4746,4746,RT A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL _
4747,4747,RT STF DESMORALIZADO Não percebe que queremos mudanças e não queremos candidatos de esquerda e fabianos em 2018 #SOSFAA _
4748,4748,"RT Me sinto sempre a amiga mais feia e gorda do grupo, sou péssima de corpo e rosto. #amproblems #askanamia"
4749,4749,"RT burra pq não concordo com vcs? Pensei q a mulher fosse livre. Ah, é...A liberdade acaba quand _"
4750,4750,RT parabéns pelo artigo. Temos q ficar de olho aberto com esses esquerdopatas.
4751,4751,RT ela ficou putinha pq ninguém deu moral pros falsos estupros dela e se assumiu feminista. Isso já faz mais d _
4752,4752,"RT Negro, gay, pobre e apoiando o Bolsonaro.
Vocês precisam mudar o discurso pq essa de 'homofóbico, racista' não cola mais.
# _"
4753,4753,RT feliz dia do capitalismo galera
4754,4754,RT fala da tua squad —_ um bando de fufas muito queridas <333
4755,4755,RT Como se corrompe um indivíduo...
4756,4756,RT Idiotas inúteis!
4757,4757,RT kkkkkkk! O Brasil tem cura!!!!!
4758,4758,"RT kkkkkkkkkkkkkkk! que prestígio, Vô!!!!"
4759,4759,"RT Lugar de mulher é no tanque!
#ironlady #damadeferro #MargarethTatcher #inspiração"
4760,4760,"RT Mitou!!!
Desigualdade entre os gêneros e inaceitável! Vamos lutar contra mais essa injustiça!"
4761,4761,RT EU NÃO SOU RACISTA EU JÁ DEI UNS BJ NUM NEGUINHO
4762,4762,RT A jornalista Rachel Sheherazade deu um depoimento exclusivo para o Morning Show sobre o dia das Mulheres. Confira: https _
4763,4763,RT dou TANTA risada com o que tenho q cuidar pra não exagerar nos rt e acharem que to falando sério
4764,4764,RT EU TO MIJANDO DE RIR DESSES TWEETS KFHSKFJHRKSBFKEHDKR MELHOR PÁGINA
4765,4765,RT Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN _
4766,4766,"RT tenho 22 anos e desde que me entendo por gente, existem estas mesmas reclamações sobre o SUS, nunca foi bo _"
4767,4767,"RT É muito irônico a PM não ter direito a greve e fazer, enquanto as outras categorias têm direito a greve e apanham da PM quand _"
4768,4768,"RT Coisas que eu tenho que ler no dia da mulher
Excluído pq não tenho paciência pra uma pessoa tão burra"
4769,4769,RT Aberrações da Agenda Globalista.
4770,4770,"RT Não acho burra a mulher q prefere se separa, do que vive de mentiras... 
Otaria é quem gosta de ser corna e se faz de feliz _"
4771,4771,RT as mais puras verdades
4772,4772,"RT Vai que ela trabalha com isso também, né? Por isso, greve geral..."
4773,4773,"RT Para a mídia o argumento que vale é 'se eu não gosto, então é Hitler'"
4774,4774,"RT Para defender Jean Wyllys, FHC MENTE e esquece que MANDOU cassar Bolsonaro por chamar ministro de ladrão _"
4775,4775,RT Suplente de Aloysio Nunes defendeu legalização do aborto e estatização do sistema financeiro https: _
4776,4776,RT ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE _
4777,4777,"RT Eu sou mais eu quando penso em você, página em branco pronto pra escrever, em linhas certas humanos tortos tentam se en _"
4778,4778,"RT DEEM UMA LIDA NISSO, FAZENDO O FAVOR!!!
E item 6, ITEM 6!!!!!!"
4779,4779,RT Vamos derrotar a ideologia de gênero. #EscolaSemPartidoJa
4780,4780,RT Quando o ônibus lotado faz a curva
4781,4781,RT Por que vcs não dizem aos leitores que a revista citada é ULTRAESQUERDISTA???
4782,4782,RT #HojeEuGostariaDe Resumindo
4783,4783,"RT AS VEZES, SEMPRE...rsrs OS 'ANJOS' NÃO SÃO BONZINHOS COMO VOCÊ IDEALIZA. ALIÁS ELES MATAM, CURAM, SALVAM MAS SEMPRE OBEDEC _"
4784,4784,RT Estado ladrão!
4785,4785,"RT [8h06 07/03/2017] Naily: Vai ter cschaçadaaa
[8h06 07/03/2017] Naily: Várias sapatão"
4786,4786,RT Em Angola não se estuda
4787,4787,RT O STF obrigar o povo a indenizar preso é o cúmulo! Peço seu apoio na minha proposta que direciona indenização do crimin _
4788,4788,RT tem que ter sanduíche prensado uhauhahauauuhahu
4789,4789,RT Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.
4790,4790,RT Orgulho Hetero seempreee .
